Soundfile,Left time (sec),Right time (sec),Species,
ICLISTENHF1251_20141004T234133.259Z.wav,18.63118,20.07605,FW,
ICLISTENHF1251_20141004T235133.260Z.wav,29.61976,31.82509,FW,
ICLISTENHF1251_20141004T235133.260Z.wav,254.4106,255.2091,HB,
ICLISTENHF1251_20141102T200458.327Z.wav,17.37643,19.54373,FW,
ICLISTENHF1251_20141102T200458.327Z.wav,78.327,80.45627,HB,
ICLISTENHF1251_20141102T201458.328Z.wav,5.1711,8.06084,HB,
ICLISTENHF1251_20141102T201458.328Z.wav,23.19392,24.98098,FW,
ICLISTENHF1251_20141102T202458.330Z.wav,14.79086,17.87072,FW,
ICLISTENHF1251_20141102T202458.330Z.wav,29.23953,33.04183,HB,
ICLISTENHF1251_20141102T203458.332Z.wav,120.6844,122.8136,HB,
ICLISTENHF1251_20141102T203458.332Z.wav,280.3422,282.8136,UN|FW,
ICLISTENHF1251_20141102T204458.334Z.wav,25.13308,27.07224,FW,
ICLISTENHF1251_20141102T204458.334Z.wav,114.3726,116.3878,HB,
ICLISTENHF1251_20141102T205458.335Z.wav,37.64258,39.23953,FW,
ICLISTENHF1251_20141102T205458.335Z.wav,73.57414,76.27376,HB,
ICLISTENHF1251_20141102T210458.337Z.wav,4.03042,6.19772,HB,
ICLISTENHF1251_20141102T210458.337Z.wav,33.72623,35.85551,FW,
ICLISTENHF1251_20141102T211458.339Z.wav,37.41445,39.65779,HB,
ICLISTENHF1251_20141102T211458.339Z.wav,39.73383,41.90114,FW,
ICLISTENHF1251_20141102T212458.341Z.wav,25.43725,27.87072,FW,
ICLISTENHF1251_20141102T212458.341Z.wav,43.49809,45.1711,HB,
ICLISTENHF1251_20141102T213458.343Z.wav,16.08365,17.49048,HB,
ICLISTENHF1251_20141102T213458.343Z.wav,215.6654,217.8707,FW,
ICLISTENHF1251_20141102T214458.345Z.wav,20.11407,22.35741,FW,
ICLISTENHF1251_20141102T214458.345Z.wav,29.96198,31.44487,HB,
ICLISTENHF1251_20141102T215458.346Z.wav,49.73384,51.40684,HB,
ICLISTENHF1251_20141102T215458.346Z.wav,265.6273,267.9847,UN|FW,
ICLISTENHF1251_20141102T220458.348Z.wav,112.0152,113.8403,HB,
ICLISTENHF1251_20141102T220458.348Z.wav,154.8289,156.6159,FW,
ICLISTENHF1251_20141102T221458.350Z.wav,5.47529,7.68061,FW,
ICLISTENHF1251_20141102T222458.352Z.wav,57.56654,59.69582,HB,
ICLISTENHF1251_20141102T222458.352Z.wav,111.749,114.9429,FW,
ICLISTENHF1251_20141102T223458.354Z.wav,8.25095,10.68441,HB,
ICLISTENHF1251_20141102T223458.354Z.wav,76.46388,79.35361,FW,
ICLISTENHF1251_20141102T224458.356Z.wav,10.26616,12.31939,FW,
ICLISTENHF1251_20141102T224458.356Z.wav,62.09125,64.3346,HB,
ICLISTENHF1251_20141102T225458.357Z.wav,4.5247,5.70342,HB,
ICLISTENHF1251_20141102T225458.357Z.wav,11.44487,13.26996,FW,
ICLISTENHF1251_20141102T230458.359Z.wav,9.08745,11.14068,FW,
ICLISTENHF1251_20141102T230458.359Z.wav,43.42205,46.04563,HB,
ICLISTENHF1251_20141102T231458.361Z.wav,7.20532,8.72624,HB,
ICLISTENHF1251_20141102T231458.361Z.wav,36.80608,39.42966,FW,
ICLISTENHF1251_20141102T232458.363Z.wav,4.86692,7.528517,FW,
ICLISTENHF1251_20141102T232458.363Z.wav,12.62357,13.4981,HB,
ICLISTENHF1251_20141102T233458.365Z.wav,10.38022,13.30798,HB,
ICLISTENHF1251_20141102T233458.365Z.wav,42.31939,44.60076,FW,
ICLISTENHF1251_20141102T234458.366Z.wav,3.23194,5.51331,FW,
ICLISTENHF1251_20141102T234458.366Z.wav,22.96578,24.8289,HB,
ICLISTENHF1251_20141102T235458.368Z.wav,14.3346,17.26236,FW,
ICLISTENHF1251_20141102T235458.368Z.wav,135.2851,136.8441,HB,
ICLISTENHF1251_20141103T000458.370Z.wav,26.15969,28.40304,FW,
ICLISTENHF1251_20141103T001458.372Z.wav,10.72243,12.77567,FW,
ICLISTENHF1251_20141103T002458.374Z.wav,26.73003,28.74524,FW,
ICLISTENHF1251_20141103T003458.375Z.wav,35.81748,37.79468,FW,
ICLISTENHF1251_20141103T003458.375Z.wav,171.749,174.8669,HB,
ICLISTENHF1251_20141103T004458.377Z.wav,21.25475,23.23194,FW,
ICLISTENHF1251_20141103T004458.377Z.wav,155.2091,156.3117,HB,
ICLISTENHF1251_20141103T005458.379Z.wav,37.41445,39.46768,FW,
ICLISTENHF1251_20141103T005458.379Z.wav,65.85551,67.64258,HB,
ICLISTENHF1251_20141103T010458.381Z.wav,4.18251,6.95817,HB,
ICLISTENHF1251_20141103T010458.381Z.wav,55.39924,58.17491,FW,
ICLISTENHF1251_20141103T011458.382Z.wav,16.42586,18.25095,FW,
ICLISTENHF1251_20141103T011458.382Z.wav,281.673,283.346,HB,
ICLISTENHF1251_20141103T012458.384Z.wav,15.05703,17.3384,FW,
ICLISTENHF1251_20141103T012458.384Z.wav,20.6844,22.24335,HB,
ICLISTENHF1251_20141103T013458.386Z.wav,27.07224,29.01141,FW,
ICLISTENHF1251_20141103T013458.386Z.wav,44.98099,45.93156,HB,
ICLISTENHF1251_20141103T014458.388Z.wav,10.72243,13.19392,FW,
ICLISTENHF1251_20141103T014458.388Z.wav,15.81748,18.17491,HB,
ICLISTENHF1251_20141103T015458.389Z.wav,6.95817,9.42966,HB,
ICLISTENHF1251_20141103T015458.389Z.wav,22.62357,24.33459,FW,
ICLISTENHF1251_20141103T020458.391Z.wav,10.30418,13.57414,HB,
ICLISTENHF1251_20141103T020458.391Z.wav,233.9923,236.1216,FW,
ICLISTENHF1251_20141103T021458.393Z.wav,25.20913,27.3384,FW,
ICLISTENHF1251_20141103T021458.393Z.wav,39.01141,40.57033,HB,
ICLISTENHF1251_20141103T021458.393Z.wav,264.8289,277.1102,BW,
ICLISTENHF1251_20141103T022458.395Z.wav,29.31558,30.68441,HB,
ICLISTENHF1251_20141103T022458.395Z.wav,33.87833,46.00759,BW,
ICLISTENHF1251_20141103T022458.395Z.wav,169.2015,171.3688,FW,
ICLISTENHF1251_20141103T023458.396Z.wav,7.87072,10.30418,HB,
ICLISTENHF1251_20141103T023458.396Z.wav,16.53991,28.55513,BW,
ICLISTENHF1251_20141103T023458.396Z.wav,61.40684,62.96578,FW,
ICLISTENHF1251_20141103T024458.398Z.wav,10.41825,13.26996,HB,
ICLISTENHF1251_20141103T024458.398Z.wav,288.441,290.9885,UN|FW,
ICLISTENHF1251_20141103T025458.400Z.wav,10.83649,11.93916,HB,
ICLISTENHF1251_20141103T025458.400Z.wav,100.6844,102.5855,FW,
ICLISTENHF1251_20141103T030458.402Z.wav,15.77947,18.0228,HB,
ICLISTENHF1251_20141103T030458.402Z.wav,47.30038,48.82129,FW,
ICLISTENHF1251_20141103T031458.404Z.wav,42.47147,54.90493,BW,
ICLISTENHF1251_20141103T031458.404Z.wav,55.20913,57.41445,HB,
ICLISTENHF1251_20141103T031458.404Z.wav,190.5703,192.2433,FW,
ICLISTENHF1251_20141103T032458.406Z.wav,20.60837,32.81369,BW,
ICLISTENHF1251_20141103T032458.406Z.wav,35.39923,36.76806,HB,
ICLISTENHF1251_20141103T032458.406Z.wav,96.08365,98.59316,FW,
ICLISTENHF1251_20141103T033458.408Z.wav,13.4981,17.03422,HB,
ICLISTENHF1251_20141103T033458.408Z.wav,213.384,225.3992,BW,
ICLISTENHF1251_20141103T034458.409Z.wav,18.93536,21.67299,HB,
ICLISTENHF1251_20141103T034458.409Z.wav,66.53992,83.23194,BW,
ICLISTENHF1251_20141103T035458.411Z.wav,10.26616,12.03422,HB,
ICLISTENHF1251_20141103T035458.411Z.wav,21.82509,24.29658,FW,
ICLISTENHF1251_20141103T040458.413Z.wav,17.79468,19.39163,FW,
ICLISTENHF1251_20141103T040458.413Z.wav,33.57414,35.36122,HB,
ICLISTENHF1251_20141103T040458.413Z.wav,230.114,230.9125,UN|SPW,      
ICLISTENHF1251_20141103T041455.223Z.wav,29.77186,31.74904,HB,
ICLISTENHF1251_20141103T041455.223Z.wav,34.63878,36.23573,UN|FW,
ICLISTENHF1251_20141103T041455.223Z.wav,106.3498,107.4524,UN|SPW,      
ICLISTENHF1251_20141103T042455.225Z.wav,54.71482,57.71862,HB,
ICLISTENHF1251_20141103T042455.225Z.wav,149.8479,163.1178,BW,
ICLISTENHF1251_20141103T043455.226Z.wav,50.8365,53.07984,HB,
ICLISTENHF1251_20141103T043455.226Z.wav,73.95437,86.34981,BW,
ICLISTENHF1251_20141103T044455.228Z.wav,18.09886,20.03802,HB,
ICLISTENHF1251_20141103T044455.228Z.wav,37.26236,54.3346,BW,
ICLISTENHF1251_20141103T044455.228Z.wav,194.1444,195.5893,FW,
ICLISTENHF1251_20141103T045455.230Z.wav,23.76426,36.5019,BW,
ICLISTENHF1251_20141103T045455.230Z.wav,47.90875,49.31559,HB,
ICLISTENHF1251_20141103T045455.230Z.wav,273.9163,274.7908,UN|SPW,      
ICLISTENHF1251_20141103T050455.232Z.wav,3.67554,5.54499,HB,
ICLISTENHF1251_20141103T051455.233Z.wav,21.71103,23.46008,HB,
ICLISTENHF1251_20141103T051455.233Z.wav,35.28516,36.95816,UN|HB|D,      
ICLISTENHF1251_20141103T051455.233Z.wav,55.32318,57.26236,UN|FW,
ICLISTENHF1251_20141103T051455.233Z.wav,289.2775,290.5323,UN|SPW,      
ICLISTENHF1251_20141103T052455.235Z.wav,23.42205,25.93156,HB,
ICLISTENHF1251_20141103T052455.235Z.wav,42.81369,44.60076,FW,
ICLISTENHF1251_20141103T052455.235Z.wav,55.1711,55.96957,UN|SPW,      
ICLISTENHF1251_20141103T053455.237Z.wav,23.30798,24.79087,HB,
ICLISTENHF1251_20141103T053455.237Z.wav,55.28517,56.80608,FW,
ICLISTENHF1251_20141103T053455.237Z.wav,232.7376,257.8707,UN|BW,
ICLISTENHF1251_20141103T053455.237Z.wav,288.2129,299.9239,BW,
ICLISTENHF1251_20141103T054455.239Z.wav,11.14068,13.34601,HB,
ICLISTENHF1251_20141103T054455.239Z.wav,32.24335,33.80228,FW,
ICLISTENHF1251_20141103T055455.241Z.wav,25.55133,27.14828,HB,
ICLISTENHF1251_20141103T055455.241Z.wav,29.61977,31.40684,FW,
ICLISTENHF1251_20141103T060455.243Z.wav,18.17491,19.58175,HB,
ICLISTENHF1251_20141103T060455.243Z.wav,111.0646,113.7262,FW,
ICLISTENHF1251_20141103T061455.244Z.wav,19.35361,21.67299,HB,
ICLISTENHF1251_20141103T061455.244Z.wav,113.384,115.2851,FW,
ICLISTENHF1251_20141103T062455.247Z.wav,21.10266,23.38403,HB,
ICLISTENHF1251_20141103T062455.247Z.wav,32.69962,35.13308,FW,
ICLISTENHF1251_20141103T062455.247Z.wav,238.2509,256.0076,BW,
ICLISTENHF1251_20141103T063455.248Z.wav,5.47529,7.79467,HB,
ICLISTENHF1251_20141103T063455.248Z.wav,272.7376,274.6007,FW,
ICLISTENHF1251_20141103T064455.250Z.wav,14.52471,18.17491,HB,
ICLISTENHF1251_20141103T064455.250Z.wav,21.78707,24.56274,FW,
ICLISTENHF1251_20141103T065455.252Z.wav,8.93536,11.673,FW,
ICLISTENHF1251_20141103T065455.252Z.wav,13.57414,16.34981,HB,
ICLISTENHF1251_20141103T070455.254Z.wav,12.43346,14.3346,FW,
ICLISTENHF1251_20141103T070455.254Z.wav,13.11786,15.55133,HB,
ICLISTENHF1251_20141103T071455.255Z.wav,6.69202,8.74525,FW,
ICLISTENHF1251_20141103T071455.255Z.wav,162.6235,164.6387,HB,
ICLISTENHF1251_20141103T072455.257Z.wav,4.86692,6.92015,FW,
ICLISTENHF1251_20141103T072455.257Z.wav,6.08364,8.28897,HB,
ICLISTENHF1251_20141103T073455.259Z.wav,82.24335,84.29658,HB,
ICLISTENHF1251_20141103T073455.259Z.wav,106.8441,108.6311,FW,
ICLISTENHF1251_20141103T074455.261Z.wav,6.27376,8.47908,HB,
ICLISTENHF1251_20141103T074455.261Z.wav,42.16729,54.8289,BW,
ICLISTENHF1251_20141103T075455.263Z.wav,32.81369,36.04563,HB,
ICLISTENHF1251_20141103T075455.263Z.wav,141.825,143.46,FW,
ICLISTENHF1251_20141103T075455.263Z.wav,237.6425,251.6349,BW,
ICLISTENHF1251_20141103T080455.264Z.wav,13.46008,15.36121,FW,
ICLISTENHF1251_20141103T080455.264Z.wav,33.19391,35.39923,HB,
ICLISTENHF1251_20141103T080455.264Z.wav,80.26616,92.50951,BW,
ICLISTENHF1251_20141103T081455.266Z.wav,28.02281,38.09886,BW,
ICLISTENHF1251_20141103T081455.266Z.wav,30.8365,31.86311,HB,
ICLISTENHF1251_20141103T081455.266Z.wav,86.65399,88.44106,FW,
ICLISTENHF1251_20141103T082455.268Z.wav,30.57033,32.58555,HB,
ICLISTENHF1251_20141103T082455.268Z.wav,72.20532,73.91634,FW,
ICLISTENHF1251_20141103T082455.268Z.wav,217.7946,231.749,BW,
ICLISTENHF1251_20141103T083455.270Z.wav,29.08745,31.52091,HB,
ICLISTENHF1251_20141103T083455.270Z.wav,30.41825,43.76426,BW,
ICLISTENHF1251_20141103T083455.270Z.wav,115.3992,117.9467,FW,
ICLISTENHF1251_20141103T084455.272Z.wav,33.34601,35.1711,FW,
ICLISTENHF1251_20141103T084455.272Z.wav,38.82129,41.90114,HB,
ICLISTENHF1251_20141103T084455.272Z.wav,222.0532,234.6387,BW,
ICLISTENHF1251_20141103T085455.274Z.wav,19.73384,22.20532,HB,
ICLISTENHF1251_20141103T085455.274Z.wav,35.51331,37.52852,FW,
ICLISTENHF1251_20141103T090455.276Z.wav,13.11787,15.96958,HB,
ICLISTENHF1251_20141103T090455.276Z.wav,23.26996,25.13308,FW,
ICLISTENHF1251_20141103T090455.276Z.wav,88.70722,102.8136,BW,
ICLISTENHF1251_20141103T091455.278Z.wav,16.76805,18.25095,HB,
ICLISTENHF1251_20141103T091455.278Z.wav,31.63497,48.55513,BW,
ICLISTENHF1251_20141103T091455.278Z.wav,282.7756,285.4372,FW,
ICLISTENHF1251_20141103T092455.279Z.wav,13.4981,26.46388,BW,
ICLISTENHF1251_20141103T092455.279Z.wav,26.9962,29.1635,HB,
ICLISTENHF1251_20141103T092455.279Z.wav,272.8897,274.9049,FW,
ICLISTENHF1251_20141103T093455.281Z.wav,21.78707,24.06844,HB,
ICLISTENHF1251_20141103T093455.281Z.wav,29.31558,30.72242,FW,
ICLISTENHF1251_20141103T093455.281Z.wav,290.3422,299.7718,BW,
ICLISTENHF1251_20141103T094455.283Z.wav,4.14449,5.01901,HB,
ICLISTENHF1251_20141103T094455.283Z.wav,55.43726,57.64258,FW,
ICLISTENHF1251_20141103T094455.283Z.wav,83.34601,96.57795,BW,
ICLISTENHF1251_20141103T095455.285Z.wav,0.89354,8.87833,BW,
ICLISTENHF1251_20141103T095455.285Z.wav,11.82509,13.61217,FW,
ICLISTENHF1251_20141103T095455.285Z.wav,60.15208,62.47147,HB,
ICLISTENHF1251_20141103T100455.287Z.wav,3.80228,17.79468,BW,
ICLISTENHF1251_20141103T100455.287Z.wav,41.673,43.46008,FW,
ICLISTENHF1251_20141103T100455.287Z.wav,53.57414,55.74144,HB,
ICLISTENHF1251_20141103T101455.288Z.wav,5.55133,17.14829,BW,
ICLISTENHF1251_20141103T101455.288Z.wav,30.64639,32.58555,FW,
ICLISTENHF1251_20141103T101455.288Z.wav,106.3117,108.0608,HB,
ICLISTENHF1251_20141103T102455.291Z.wav,28.36502,30.79848,HB,
ICLISTENHF1251_20141103T102455.291Z.wav,31.97719,34.41064,FW,
ICLISTENHF1251_20141103T102455.291Z.wav,140.4562,153.5361,BW,
ICLISTENHF1251_20141103T103455.292Z.wav,22.92776,24.29658,HB,
ICLISTENHF1251_20141103T103455.292Z.wav,46.84411,60.64638,BW,
ICLISTENHF1251_20141103T103455.292Z.wav,140.114,142.7756,FW,
ICLISTENHF1251_20141103T104455.294Z.wav,9.39162,11.78707,HB,
ICLISTENHF1251_20141103T104455.294Z.wav,17.22433,31.02662,BW,
ICLISTENHF1251_20141103T104455.294Z.wav,74.37262,76.69202,FW,
ICLISTENHF1251_20141103T105455.296Z.wav,23.34601,24.48669,HB,
ICLISTENHF1251_20141103T105455.296Z.wav,192.6616,204.7528,BW,
ICLISTENHF1251_20141103T105455.296Z.wav,270.9125,273.346,FW,
ICLISTENHF1251_20141103T110455.298Z.wav,20.79848,23.04183,FW,
ICLISTENHF1251_20141103T110455.298Z.wav,46.27376,59.1635,BW,
ICLISTENHF1251_20141103T110455.298Z.wav,114.5627,117.7946,HB,
ICLISTENHF1251_20141103T111455.299Z.wav,49.35361,62.35741,BW,
ICLISTENHF1251_20141103T111455.299Z.wav,77.52852,79.39163,FW,
ICLISTENHF1251_20141103T111455.299Z.wav,214.2585,216.5779,HB,
ICLISTENHF1251_20141103T112455.302Z.wav,70.98858,73.19392,HB,
ICLISTENHF1251_20141103T112455.302Z.wav,203.0038,205.133,FW,
ICLISTENHF1251_20141103T113455.303Z.wav,90.79848,92.58555,FW,
ICLISTENHF1251_20141103T113455.303Z.wav,153.8783,156.1977,HB,
ICLISTENHF1251_20141103T113455.303Z.wav,241.749,255.7414,BW,
ICLISTENHF1251_20141103T114455.305Z.wav,11.71103,26.73004,BW,
ICLISTENHF1251_20141103T114455.305Z.wav,22.20532,24.03042,HB,
ICLISTENHF1251_20141103T114455.305Z.wav,47.45247,49.31559,FW,
ICLISTENHF1251_20141103T115455.307Z.wav,35.1711,47.60456,BW,
ICLISTENHF1251_20141103T115455.307Z.wav,232.9277,234.9049,FW,
ICLISTENHF1251_20141103T120455.309Z.wav,50.41825,61.97718,BW,
ICLISTENHF1251_20141103T120455.309Z.wav,98.327,100.114,FW,
ICLISTENHF1251_20141103T120455.309Z.wav,238.7832,240.4182,HB,
ICLISTENHF1251_20141103T121455.310Z.wav,9.92395,11.71103,FW,
ICLISTENHF1251_20141103T121455.310Z.wav,11.97719,24.48669,BW,
ICLISTENHF1251_20141103T121455.310Z.wav,160.5703,162.8897,HB,
ICLISTENHF1251_20141103T122455.313Z.wav,1.86312,3.30798,FW,
ICLISTENHF1251_20141103T122455.313Z.wav,31.55894,44.18251,BW,
ICLISTENHF1251_20141103T123455.314Z.wav,80.15208,82.50951,FW,
ICLISTENHF1251_20141103T123455.314Z.wav,204.2965,220.4943,BW,
ICLISTENHF1251_20141103T124455.316Z.wav,0.8365,2.62357,FW,
ICLISTENHF1251_20141103T124455.316Z.wav,166.4638,184.3726,BW,
ICLISTENHF1251_20141103T125455.318Z.wav,42.28137,44.14449,FW,
ICLISTENHF1251_20141103T125455.318Z.wav,139.3916,153.384,BW,
ICLISTENHF1251_20141103T125455.318Z.wav,261.9771,263.9923,HB,
ICLISTENHF1251_20141103T130455.320Z.wav,32.54753,34.52471,FW,
ICLISTENHF1251_20141103T130455.320Z.wav,45.47529,59.65779,BW,
ICLISTENHF1251_20141103T131455.321Z.wav,5.8555,18.97338,BW,
ICLISTENHF1251_20141103T131455.321Z.wav,29.08745,31.25475,FW,
ICLISTENHF1251_20141103T131455.321Z.wav,107.2243,109.5437,HB,
ICLISTENHF1251_20141103T132455.323Z.wav,6.3498,9.04943,FW,
ICLISTENHF1251_20141103T132455.323Z.wav,51.55894,64.67681,BW,
ICLISTENHF1251_20141103T132455.323Z.wav,174.9049,176.73,HB,
ICLISTENHF1251_20141103T133455.325Z.wav,6.1597,7.31939,HB,
ICLISTENHF1251_20141103T133455.325Z.wav,27.56653,40.41825,BW,
ICLISTENHF1251_20141103T134455.327Z.wav,11.90114,24.63878,BW,
ICLISTENHF1251_20141103T134455.327Z.wav,34.52471,37.60456,HB,
ICLISTENHF1251_20141103T135455.329Z.wav,86.31179,89.35361,HB,
ICLISTENHF1251_20141103T135455.329Z.wav,212.0152,225.019,BW,
ICLISTENHF1251_20141103T140455.331Z.wav,20.19011,21.44487,HB,
ICLISTENHF1251_20141103T140455.331Z.wav,109.5817,120.9125,BW,
ICLISTENHF1251_20141103T141455.333Z.wav,13.65019,14.98099,HB,
ICLISTENHF1251_20141103T141455.333Z.wav,66.08365,80.64638,BW,
ICLISTENHF1251_20141103T142455.335Z.wav,7.490494,8.631179,HB,
ICLISTENHF1251_20141103T142455.335Z.wav,40.15208,51.673,BW,
ICLISTENHF1251_20141103T143455.336Z.wav,23.61217,24.75285,HB,
ICLISTENHF1251_20141103T143455.336Z.wav,38.40304,50.68441,BW,
ICLISTENHF1251_20141103T144455.338Z.wav,15.96958,33.34601,BW,
ICLISTENHF1251_20141103T144455.338Z.wav,55.58935,56.46388,HB,
ICLISTENHF1251_20141103T144455.338Z.wav,145.3612,147.3384,FW,
ICLISTENHF1251_20141103T145455.340Z.wav,26.76806,27.90875,HB,
ICLISTENHF1251_20141103T145455.340Z.wav,34.67681,47.52852,BW,
ICLISTENHF1251_20141103T145455.340Z.wav,68.6692,71.25475,FW,
ICLISTENHF1251_20141103T150455.342Z.wav,16.65398,29.35361,BW,
ICLISTENHF1251_20141103T150455.342Z.wav,19.88593,22.31939,HB,
ICLISTENHF1251_20141103T151455.344Z.wav,28.78327,41.44487,BW,
ICLISTENHF1251_20141103T151455.344Z.wav,30.26616,33.0038,HB,
ICLISTENHF1251_20141103T151455.344Z.wav,255.133,257.5665,FW,
ICLISTENHF1251_20141103T152455.346Z.wav,14.18251,16.88213,HB,
ICLISTENHF1251_20141103T152455.346Z.wav,50.03802,62.73764,BW,
ICLISTENHF1251_20141103T152455.346Z.wav,128.0228,129.8859,FW,
ICLISTENHF1251_20141103T153455.347Z.wav,15.93156,17.45247,HB,
ICLISTENHF1251_20141103T153455.347Z.wav,30.72242,43.53612,BW,
ICLISTENHF1251_20141103T153455.347Z.wav,161.0646,163.0038,FW,
ICLISTENHF1251_20141103T154455.349Z.wav,16.57795,20.45627,HB,
ICLISTENHF1251_20141103T154455.349Z.wav,49.35361,61.82508,BW,
ICLISTENHF1251_20141103T155455.351Z.wav,2.92776,16.23573,BW,
ICLISTENHF1251_20141103T155455.351Z.wav,119.8859,122.0912,HB,
ICLISTENHF1251_20141103T160455.352Z.wav,24.8289,26.19772,HB,
ICLISTENHF1251_20141103T161455.354Z.wav,4.22052,6.76806,HB,
ICLISTENHF1251_20141103T161455.354Z.wav,7.148289,9.23954,FW,
ICLISTENHF1251_20141103T162455.356Z.wav,40.22814,42.16729,HB,
ICLISTENHF1251_20141103T162455.356Z.wav,72.39544,74.94297,FW,
ICLISTENHF1251_20141103T163455.358Z.wav,135.3612,136.9581,FW,
ICLISTENHF1251_20141103T163455.358Z.wav,190.7224,192.6235,HB,
ICLISTENHF1251_20141103T164455.360Z.wav,159.4296,161.5969,FW,
ICLISTENHF1251_20141103T164455.360Z.wav,184.1825,187.5665,HB,
ICLISTENHF1251_20141103T165455.361Z.wav,76.38782,78.40304,HB,
ICLISTENHF1251_20141103T170455.363Z.wav,72.16729,73.72624,HB,
ICLISTENHF1251_20141103T170455.363Z.wav,118.479,120.9505,FW,
ICLISTENHF1251_20141103T171455.365Z.wav,101.1026,102.7756,HB,
ICLISTENHF1251_20141103T171455.365Z.wav,292.6616,295.2471,UN|FW,
ICLISTENHF1251_20141103T172455.367Z.wav,181.825,184.2205,HB,
ICLISTENHF1251_20141103T173455.368Z.wav,6.38783,8.51711,HB,
ICLISTENHF1251_20141103T180455.374Z.wav,138.2744,140.1756,UN|HB|FS,"	"
ICLISTENHF1251_20141103T181254.750Z.wav,36.88213,39.42966,HB,
ICLISTENHF1251_20141103T181254.750Z.wav,66.73004,68.36502,UN|FW,
ICLISTENHF1251_20141103T182254.753Z.wav,37.60456,39.27756,HB,
ICLISTENHF1251_20141103T182254.753Z.wav,50.03802,50.41825,UN|OC,
ICLISTENHF1251_20141103T183254.755Z.wav,74.03042,75.6654,HB,
ICLISTENHF1251_20141103T184254.756Z.wav,9.31559,10.87452,HB,
ICLISTENHF1251_20141103T184254.756Z.wav,43.04183,44.63878,FW,
ICLISTENHF1251_20141103T185254.759Z.wav,16.95816,19.27757,HB,
ICLISTENHF1251_20141103T190254.759Z.wav,15.28516,18.36502,HB,
ICLISTENHF1251_20141103T190254.759Z.wav,75.96958,78.06083,FW,
ICLISTENHF1251_20141103T191254.762Z.wav,36.19772,37.30038,HB,
ICLISTENHF1251_20141103T191254.762Z.wav,213.0038,215.6654,FW,
ICLISTENHF1251_20141103T191254.762Z.wav,251.2547,251.9771,UN|OC,
ICLISTENHF1251_20141103T192254.763Z.wav,65.93156,67.90875,UN|FW,
ICLISTENHF1251_20141103T192254.763Z.wav,112.8136,114.2965,HB,
ICLISTENHF1251_20141103T193254.766Z.wav,17.52852,19.08745,HB,
ICLISTENHF1251_20141103T194254.766Z.wav,105.8174,107.6806,HB,
ICLISTENHF1251_20141103T194254.766Z.wav,110.9505,112.8136,FW,
ICLISTENHF1251_20141103T194254.766Z.wav,266.9581,268.2509,UN|OC,
ICLISTENHF1251_20141103T195254.769Z.wav,20.87452,21.97719,UN|OC,
ICLISTENHF1251_20141103T195254.769Z.wav,21.90114,24.94297,HB,
ICLISTENHF1251_20141103T195254.769Z.wav,33.34601,34.52471,UN|D,
ICLISTENHF1251_20141103T195254.769Z.wav,79.27757,81.40683,FW,
ICLISTENHF1251_20141103T200254.770Z.wav,15.47528,17.30038,UN|HB,
ICLISTENHF1251_20141103T200254.770Z.wav,68.82128,70,UN|OC,
ICLISTENHF1251_20141103T200254.770Z.wav,202.3954,205.095,HB,
ICLISTENHF1251_20141103T200254.770Z.wav,222.8897,223.346,UN|OC|WS,"	"
ICLISTENHF1251_20141103T201254.773Z.wav,4.1635,4.44867,UN|OC,
ICLISTENHF1251_20141103T201254.773Z.wav,88.09886,90.30418,HB,
ICLISTENHF1251_20141103T201254.773Z.wav,198.2129,200.5323,UN|FW,
ICLISTENHF1251_20141103T202254.775Z.wav,43.04183,43.68821,UN|WSD,      
ICLISTENHF1251_20141103T202254.775Z.wav,67.56654,70.07604,FW,
ICLISTENHF1251_20141103T202254.775Z.wav,122.0912,123.6501,HB,
ICLISTENHF1251_20141103T202254.775Z.wav,167.0342,167.6806,UN|OC,
ICLISTENHF1251_20141103T203254.776Z.wav,42.92776,44.22053,HB,
ICLISTENHF1251_20141103T203254.776Z.wav,72.69962,74.14449,UN|OC,
ICLISTENHF1251_20141103T203254.776Z.wav,97.98479,99.88593,FW,
ICLISTENHF1251_20141103T203254.776Z.wav,109.2395,109.7718,UN|OC,
ICLISTENHF1251_20141103T204254.778Z.wav,49.77186,51.40684,HB,
ICLISTENHF1251_20141103T204254.778Z.wav,73.23194,74.94297,FW,
ICLISTENHF1251_20141103T204254.778Z.wav,254.6768,255.5513,UN|OC|D,      
ICLISTENHF1251_20141103T205254.779Z.wav,9.27757,10.11407,UN|OC,
ICLISTENHF1251_20141103T205254.779Z.wav,31.40684,33.38403,FW,
ICLISTENHF1251_20141103T205254.779Z.wav,92.54752,93.80228,HB,
ICLISTENHF1251_20141103T205254.779Z.wav,146.6159,147.3384,UN|OC,
ICLISTENHF1251_20141103T210254.782Z.wav,98.70722,99.35361,UN|OC,
ICLISTENHF1251_20141103T210254.782Z.wav,143.8783,145.5893,HB,
ICLISTENHF1251_20141103T210254.782Z.wav,265.1711,265.7414,UN|WSD,      
ICLISTENHF1251_20141103T210254.782Z.wav,265.2851,267.3384,FW,
ICLISTENHF1251_20141103T214254.789Z.wav,32.92776,35.39923,FW,
ICLISTENHF1251_20141103T214254.789Z.wav,170.3422,172.4714,HB,
ICLISTENHF1251_20141103T215254.789Z.wav,51.36882,53.65019,FW,
ICLISTENHF1251_20141103T215254.789Z.wav,240.9885,243.0418,HB,
